526,489,300,0,MoveRight
551,470,300,-367,MoveRight
576,444,300,-285,MoveRight
601,424,300,-203,MoveRight
626,411,300,-122,MoveRight
651,405,300,-40,MoveRight
676,406,300,41,MoveRight
701,413,300,122,MoveRight
721,427,0,204,none
721,449,0,286,none
731,456,300,0,MoveRight
756,456,300,0,MoveRight
781,437,300,-367,MoveRight
798,411,0,-285,MoveRight
798,391,0,-203,MoveRight
818,378,300,-122,MoveRight
843,372,300,-40,MoveRight
868,373,300,41,MoveRight
883,380,0,122,none
873,389,-300,0,MoveLeft
848,389,-300,0,MoveLeft
823,364,-300,-350,MoveLeft
798,339,-300,-269,MoveLeft
791,321,0,-187,MoveLeft
776,309,-300,-105,MoveLeft
751,305,-300,-24,MoveLeft
726,307,-300,57,MoveLeft
701,315,-300,139,MoveLeft
676,317,-300,0,MoveLeft
651,317,-300,0,MoveLeft
626,317,-300,0,MoveLeft
601,292,-300,-350,MoveLeft
576,267,-300,-269,MoveLeft
551,249,-300,-187,MoveLeft
526,237,-300,-105,MoveLeft
501,233,-300,-24,MoveLeft
476,235,-300,57,MoveLeft
451,243,-300,139,MoveLeft
426,259,-300,220,MoveLeft
401,282,-300,302,MoveLeft
376,311,-300,384,MoveLeft
351,347,-300,465,MoveLeft
326,390,-300,547,MoveLeft
301,440,-300,629,MoveLeft
276,496,-300,710,MoveLeft
281,549,300,0,MoveRight
306,549,300,0,MoveRight
331,549,300,0,MoveRight
356,549,300,0,MoveRight
381,524,300,-350,MoveRight
406,499,300,-269,MoveRight
431,481,300,-187,MoveRight
456,469,300,-105,MoveRight
481,465,300,-24,MoveRight
491,467,0,57,none
496,475,300,139,MoveRight
521,489,300,0,MoveRight
546,489,300,0,MoveRight
571,464,300,-350,MoveRight
596,439,300,-269,MoveRight
621,421,300,-187,MoveRight
646,409,300,-105,MoveRight
671,405,300,-24,MoveRight
696,407,300,57,MoveRight
721,415,300,139,MoveRight
746,431,300,220,MoveRight
771,454,300,302,MoveRight
796,450,300,-400,MoveRight
798,421,0,-318,MoveRight
798,398,0,-236,MoveRight
808,382,300,-154,MoveRight
833,374,300,-73,MoveRight
858,372,300,8,MoveRight
883,376,300,90,MoveRight
858,388,-300,171,MoveLeft
833,389,-300,0,MoveLeft
808,364,-300,-350,MoveLeft
791,339,0,-269,MoveLeft
791,321,0,-187,MoveLeft
776,309,-300,-105,MoveLeft
751,305,-300,-24,MoveLeft
726,307,-300,57,MoveLeft
701,315,-300,139,MoveLeft
676,317,-300,0,MoveLeft
651,317,-300,0,MoveLeft
626,317,-300,0,MoveLeft
601,317,-300,0,MoveLeft
576,318,-300,32,MoveLeft
551,325,-300,114,MoveLeft
526,339,-300,195,MoveLeft
501,359,-300,277,MoveLeft
476,386,-300,359,MoveLeft
451,420,-300,441,MoveLeft
426,461,-300,522,MoveLeft
401,509,-300,604,MoveLeft
376,549,-300,0,MoveLeft
351,549,-300,0,MoveLeft
366,549,300,0,MoveRight
391,549,300,0,MoveRight
416,530,300,-367,MoveRight
427,504,0,-285,MoveRight
432,484,300,-203,MoveRight
457,471,300,-122,MoveRight
482,465,300,-40,MoveRight
497,466,0,41,none
497,473,0,122,none
502,487,300,204,MoveRight
527,489,300,0,MoveRight
552,483,300,-400,MoveRight
577,454,300,-318,MoveRight
602,431,300,-236,MoveRight
627,415,300,-154,MoveRight
652,407,300,-73,MoveRight
672,405,0,8,none
672,409,0,90,none
682,421,300,171,MoveRight
707,439,300,253,MoveRight
732,456,300,0,MoveRight
757,456,300,0,MoveRight
782,437,300,-367,MoveRight
798,411,0,-285,MoveRight
798,391,0,-203,MoveRight
818,378,300,-122,MoveRight
843,372,300,-40,MoveRight
868,373,300,41,MoveRight
893,380,300,122,MoveRight
878,389,-300,0,MoveLeft
853,389,-300,0,MoveLeft
828,370,-300,-367,MoveLeft
803,344,-300,-285,MoveLeft
791,324,0,-203,MoveLeft
781,311,-300,-122,MoveLeft
756,305,-300,-40,MoveLeft
731,306,-300,41,MoveLeft
706,313,-300,122,MoveLeft
681,317,-300,0,MoveLeft
656,317,-300,0,MoveLeft
631,317,-300,0,MoveLeft
606,292,-300,-350,MoveLeft
581,267,-300,-269,MoveLeft
556,249,-300,-187,MoveLeft
531,237,-300,-105,MoveLeft
506,233,-300,-24,MoveLeft
481,235,-300,57,MoveLeft
456,243,-300,139,MoveLeft
431,259,-300,220,MoveLeft
406,282,-300,302,MoveLeft
381,311,-300,384,MoveLeft
356,347,-300,465,MoveLeft
351,390,0,547,none
351,440,0,629,none
351,496,0,710,none
351,549,0,0,none
351,549,0,0,none
361,543,300,-400,MoveRight
386,514,300,-318,MoveRight
411,491,300,-236,MoveRight
436,475,300,-154,MoveRight
461,467,300,-73,MoveRight
486,465,300,8,MoveRight
511,469,300,90,MoveRight
511,481,0,171,none
511,489,0,0,none
536,489,300,0,MoveRight
561,483,300,-400,MoveRight
586,454,300,-318,MoveRight
611,431,300,-236,MoveRight
636,415,300,-154,MoveRight
661,407,300,-73,MoveRight
686,405,300,8,MoveRight
686,409,0,90,none
686,421,0,171,none
711,439,300,253,MoveRight
736,456,300,0,MoveRight
761,456,300,0,MoveRight
786,456,300,0,MoveRight
798,426,0,-334,MoveRight
798,402,0,-252,MoveRight
803,385,300,-171,MoveRight
828,375,300,-89,MoveRight
853,371,300,-7,MoveRight
878,375,300,73,MoveRight
868,385,-300,155,MoveLeft
843,389,-300,0,MoveLeft
818,383,-300,-400,MoveLeft
793,354,-300,-318,MoveLeft
791,331,0,-236,MoveLeft
791,315,0,-154,MoveLeft
766,307,-300,-73,MoveLeft
741,305,-300,8,MoveLeft
716,309,-300,90,MoveLeft
691,317,-300,0,MoveLeft
666,317,-300,0,MoveLeft
641,317,-300,0,MoveLeft
616,298,-300,-367,MoveLeft
591,272,-300,-285,MoveLeft
566,252,-300,-203,MoveLeft
541,239,-300,-122,MoveLeft
516,233,-300,-40,MoveLeft
491,234,-300,41,MoveLeft
466,241,-300,122,MoveLeft
441,255,-300,204,MoveLeft
416,277,-300,286,MoveLeft
391,304,-300,367,MoveLeft
366,339,-300,449,MoveLeft
341,381,-300,531,MoveLeft
326,429,0,612,none
326,484,0,694,none
326,546,0,775,none
336,549,300,0,MoveRight
361,549,300,0,MoveRight
386,543,300,-400,MoveRight
411,514,300,-318,MoveRight
427,491,0,-236,MoveRight
447,475,300,-154,MoveRight
472,467,300,-73,MoveRight
497,465,300,8,MoveRight
522,469,300,90,MoveRight
547,481,300,171,MoveRight
572,483,300,-400,MoveRight
597,454,300,-318,MoveRight
622,431,300,-236,MoveRight
647,415,300,-154,MoveRight
672,407,300,-73,MoveRight
697,405,300,8,MoveRight
722,409,300,90,MoveRight
747,421,300,171,MoveRight
772,439,300,253,MoveRight
797,456,300,0,MoveRight
798,431,0,-350,MoveRight
798,406,0,-269,MoveRight
798,388,0,-187,MoveRight
823,376,300,-105,MoveRight
848,372,300,-24,MoveRight
873,374,300,57,MoveRight
893,383,0,139,none
873,383,-300,-400,MoveLeft
848,354,-300,-318,MoveLeft
823,331,-300,-236,MoveLeft
798,315,-300,-154,MoveLeft
773,307,-300,-73,MoveLeft
748,305,-300,8,MoveLeft
723,309,-300,90,MoveLeft
698,317,-300,0,MoveLeft
673,317,-300,0,MoveLeft
648,317,-300,0,MoveLeft
668,317,300,0,MoveRight
693,317,300,0,MoveRight
718,317,300,0,MoveRight
743,317,300,0,MoveRight
768,317,300,0,MoveRight
793,317,300,0,MoveRight
818,322,300,81,MoveRight
843,332,300,163,MoveRight
843,350,-300,244,MoveLeft
818,375,-300,326,MoveLeft
793,390,-300,16,MoveLeft
791,395,0,98,MoveLeft
786,407,-300,179,MoveLeft
761,426,-300,261,MoveLeft
736,452,-300,343,MoveLeft
711,456,-300,0,MoveLeft
686,456,-300,0,MoveLeft
661,456,-300,0,MoveLeft
636,431,-300,-350,MoveLeft
611,406,-300,-269,MoveLeft
586,406,-300,65,MoveLeft
561,416,-300,147,MoveLeft
536,432,-300,228,MoveLeft
511,455,-300,310,MoveLeft
486,485,-300,392,MoveLeft
476,489,300,0,MoveRight
501,489,300,0,MoveRight
526,489,300,0,MoveRight
551,464,300,-350,MoveRight
576,439,300,-269,MoveRight
601,421,300,-187,MoveRight
626,409,300,-105,MoveRight
651,405,300,-24,MoveRight
676,407,300,57,MoveRight
701,415,300,139,MoveRight
726,431,300,220,MoveRight
751,454,300,302,MoveRight
776,450,300,-400,MoveRight
798,421,0,-318,MoveRight
798,398,0,-236,MoveRight
808,382,300,-154,MoveRight
833,374,300,-73,MoveRight
858,372,300,8,MoveRight
883,376,300,90,MoveRight
888,388,-300,171,MoveLeft
863,389,-300,0,MoveLeft
838,370,-300,-367,MoveLeft
813,344,-300,-285,MoveLeft
791,324,0,-203,MoveLeft
781,311,-300,-122,MoveLeft
756,305,-300,-40,MoveLeft
731,306,-300,41,MoveLeft
706,313,-300,122,MoveLeft
681,317,-300,0,MoveLeft
656,317,-300,0,MoveLeft
631,317,-300,0,MoveLeft
606,317,-300,0,MoveLeft
581,318,-300,16,MoveLeft
556,323,-300,98,MoveLeft
531,335,-300,179,MoveLeft
506,354,-300,261,MoveLeft
481,380,-300,343,MoveLeft
456,413,-300,424,MoveLeft
431,452,-300,506,MoveLeft
406,499,-300,588,MoveLeft
381,549,-300,0,MoveLeft
356,549,-300,0,MoveLeft
331,549,-300,0,MoveLeft
336,549,300,0,MoveRight
361,543,300,-400,MoveRight
386,514,300,-318,MoveRight
411,491,300,-236,MoveRight
436,475,300,-154,MoveRight
461,467,300,-73,MoveRight
486,465,300,8,MoveRight
486,469,0,90,none
496,481,300,171,MoveRight
521,489,300,0,MoveRight
546,489,300,0,MoveRight
571,459,300,-334,MoveRight
596,435,300,-252,MoveRight
621,418,300,-171,MoveRight
646,408,300,-89,MoveRight
671,404,300,-7,MoveRight
696,408,300,73,MoveRight
721,418,300,155,MoveRight
746,435,300,237,MoveRight
771,456,300,0,MoveRight
796,456,300,0,MoveRight
798,456,0,0,MoveRight
798,456,0,0,MoveRight
798,456,0,0,MoveRight
798,437,0,-367,MoveRight
798,411,0,-285,MoveRight
798,391,0,-203,MoveRight
818,378,300,-122,MoveRight
843,372,300,-40,MoveRight
868,373,300,41,MoveRight
893,380,300,122,MoveRight
868,389,-300,0,MoveLeft
843,370,-300,-367,MoveLeft
818,344,-300,-285,MoveLeft
793,324,-300,-203,MoveLeft
781,311,-300,-122,MoveLeft
756,305,-300,-40,MoveLeft
731,306,-300,41,MoveLeft
706,313,-300,122,MoveLeft
681,317,-300,0,MoveLeft
656,317,-300,0,MoveLeft
631,317,-300,0,MoveLeft
606,317,-300,0,MoveLeft
581,292,-300,-350,MoveLeft
556,267,-300,-269,MoveLeft
531,249,-300,-187,MoveLeft
506,237,-300,-105,MoveLeft
481,233,-300,-24,MoveLeft
456,235,-300,57,MoveLeft
431,243,-300,139,MoveLeft
406,259,-300,220,MoveLeft
381,282,-300,302,MoveLeft
356,311,-300,384,MoveLeft
331,347,-300,465,MoveLeft
306,390,-300,547,MoveLeft
281,440,-300,629,MoveLeft
276,496,0,710,none
276,549,0,0,none
296,549,300,0,MoveRight
321,549,300,0,MoveRight
346,524,300,-350,MoveRight
371,499,300,-269,MoveRight
396,481,300,-187,MoveRight
421,469,300,-105,MoveRight
446,465,300,-24,MoveRight
471,467,300,57,MoveRight
496,475,300,139,MoveRight
521,489,300,0,MoveRight
546,483,300,-400,MoveRight
571,454,300,-318,MoveRight
596,431,300,-236,MoveRight
621,415,300,-154,MoveRight
646,407,300,-73,MoveRight
671,405,300,8,MoveRight
696,409,300,90,MoveRight
721,421,300,171,MoveRight
746,439,300,253,MoveRight
771,450,300,-400,MoveRight
796,421,300,-318,MoveRight
798,398,0,-236,MoveRight
808,382,300,-154,MoveRight
833,374,300,-73,MoveRight
858,372,300,8,MoveRight
883,376,300,90,MoveRight
908,388,300,171,MoveRight
893,389,-300,0,MoveLeft
868,364,-300,-350,MoveLeft
843,339,-300,-269,MoveLeft
818,321,-300,-187,MoveLeft
793,309,-300,-105,MoveLeft
768,305,-300,-24,MoveLeft
743,307,-300,57,MoveLeft
718,315,-300,139,MoveLeft
693,317,-300,0,MoveLeft
668,317,-300,0,MoveLeft
643,317,-300,0,MoveLeft
618,287,-300,-334,MoveLeft
593,263,-300,-252,MoveLeft
568,246,-300,-171,MoveLeft
543,236,-300,-89,MoveLeft
518,232,-300,-7,MoveLeft
493,236,-300,73,MoveLeft
468,246,-300,155,MoveLeft
443,263,-300,237,MoveLeft
418,287,-300,318,MoveLeft
393,318,-300,400,MoveLeft
368,355,-300,482,MoveLeft
343,399,-300,563,MoveLeft
318,450,-300,645,MoveLeft
293,508,-300,726,MoveLeft
273,549,0,0,none
293,549,300,0,MoveRight
318,530,300,-367,MoveRight
343,504,300,-285,MoveRight
368,484,300,-203,MoveRight
393,471,300,-122,MoveRight
418,465,300,-40,MoveRight
443,466,300,41,MoveRight
468,473,300,122,MoveRight
493,487,300,204,MoveRight
518,483,300,-400,MoveRight
543,454,300,-318,MoveRight
568,431,300,-236,MoveRight
593,415,300,-154,MoveRight
618,407,300,-73,MoveRight
643,405,300,8,MoveRight
668,409,300,90,MoveRight
693,421,300,171,MoveRight
718,439,300,253,MoveRight
743,456,300,0,MoveRight
768,431,300,-350,MoveRight
793,406,300,-269,MoveRight
798,388,0,-187,MoveRight
823,376,300,-105,MoveRight
848,372,300,-24,MoveRight
873,374,300,57,MoveRight
898,382,300,139,MoveRight
923,389,300,0,MoveRight
908,389,-300,0,MoveLeft
883,376,-300,-383,MoveLeft
858,348,-300,-301,MoveLeft
833,327,-300,-220,MoveLeft
808,313,-300,-138,MoveLeft
783,306,-300,-56,MoveLeft
758,305,-300,24,MoveLeft
733,311,-300,106,MoveLeft
708,317,-300,0,MoveLeft
683,317,-300,0,MoveLeft
658,317,-300,0,MoveLeft
633,317,-300,0,MoveLeft
608,287,-300,-334,MoveLeft
583,263,-300,-252,MoveLeft
558,246,-300,-171,MoveLeft
533,236,-300,-89,MoveLeft
508,232,-300,-7,MoveLeft
483,236,-300,73,MoveLeft
458,246,-300,155,MoveLeft
433,263,-300,237,MoveLeft
408,287,-300,318,MoveLeft
383,318,-300,400,MoveLeft
358,355,-300,482,MoveLeft
333,399,-300,563,MoveLeft
308,450,-300,645,MoveLeft
283,508,-300,726,MoveLeft
263,549,0,0,none
288,549,300,0,MoveRight
313,536,300,-383,MoveRight
338,508,300,-301,MoveRight
363,487,300,-220,MoveRight
388,473,300,-138,MoveRight
413,466,300,-56,MoveRight
438,465,300,24,MoveRight
463,471,300,106,MoveRight
488,484,300,188,MoveRight
513,489,300,0,MoveRight
538,470,300,-367,MoveRight
563,444,300,-285,MoveRight
588,424,300,-203,MoveRight
613,411,300,-122,MoveRight
638,405,300,-40,MoveRight
663,406,300,41,MoveRight
688,413,300,122,MoveRight
713,427,300,204,MoveRight
738,449,300,286,MoveRight
763,437,300,-367,MoveRight
788,411,300,-285,MoveRight
798,391,0,-203,MoveRight
818,378,300,-122,MoveRight
843,372,300,-40,MoveRight
868,373,300,41,MoveRight
893,380,300,122,MoveRight
918,389,300,0,MoveRight
